Marca,Modelo,Versión
CHEVROLET,TRAVERSE,5PTS 3.6L 6CIL 281HP AUT
CHEVROLET,TRAX,5PTS 1.4L 4CIL 138HP AUT TURBO
CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP AUT
CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP MAN
CHEVROLET,TRAX,LS 4PTAS 1.8L 4CIL 140HP MAN
CHEVROLET,TRAX,LS 5PTAS 1.8L 4CIL 140HP MAN
CHEVROLET,TRAX,LS FWD 5PTS 1.8L 4CIL 140 MAN
CHEVROLET,TRAX,LT 4PTAS 1.8L 4CIL 140HP AUT
CHEVROLET,TRAX,LT 5PTAS 1.8L 4CIL 140HP AUT
CHEVROLET,TRAX,LT FWD 5PTS 1.8L 4CIL 140 AUT
CHEVROLET,TRAX,LTZ 5PTS 1.8L 4CIL 140HP AUT
CHEVROLET,TRAX,LTZ FWD 5PTS 1.8L 4CIL 140 AUT
CHEVROLET,TRAX,PREMIER 4PTAS 1.8L 4CIL 140HP AUT
CHEVROLET,TRAX,PREMIER 5PTAS 1.8L 4CIL 140HP AUT
CHEVROLET,VOLT,HIBRIDO ENCHUFABLE 4PTAS 1.5L 4CIL 101HP CVT
CHEVROLET,VOLT,SEDAN HIBRIDO 4PTAS 1.5L 4CIL 100HP CVT
CHEVROLET,VOLT,SEDAN HIBRIDO 4PTS 1.5L 4CIL 100HP CVT
CHRYSLER,200,4PTAS 2.4L 4CIL 184HP AUT
CHRYSLER,200,4PTS 2.4L 4CIL 172HP AUT
CHRYSLER,200,4PTS 3.6L 6CIL 283HP AUT
CHRYSLER,200,4PTS 3.6L 6CIL 295HP AUT
CHRYSLER,200,C 4PTAS 3.6L 6CIL 295HP AUT
CHRYSLER,200,LIMITED 4PTS 2.4L 4CIL 173HP AUT
CHRYSLER,200,LIMITED 4PTS 3.6L 6CIL 283HP AUT
CHRYSLER,200,LIMITED 4PTS 3.6L 6CIL 295HP AUT
CHRYSLER,200,TOURING 4PTS 2.4L 4CIL 173HP AUT
CHRYSLER,300,4PTS 3.6L 6CIL 283HP AUT
CHRYSLER,300,C 4PTS 3.6L 6CIL 292HP AUT
CHRYSLER,300,C 4PTS 5.7L 8CIL 360HP AUT
CHRYSLER,300,C V6 4PTAS 3.6L 6CIL 292HP AUT
CHRYSLER,300,C V8 4PTAS 5.7L 8CIL 370HP AUT
CHRYSLER,300,S8 4PTS 5.7L 8CIL 340HP AUT
CHRYSLER,TOWN & COUNTRY,5PTAS 3.6L 6CIL 283HP AUT
CHRYSLER,TOWN & COUNTRY,5PTS 3.6L 6CIL 283HP AUT
CHRYSLER,TOWN & COUNTRY,Li 5PTS 3.6L 6CIL 283HP AUT
CHRYSLER,TOWN & COUNTRY,LIMITED 5PTS 3.6L 6CIL 283HP AUT
CHRYSLER,TOWN & COUNTRY,LX 5PTS 3.6L 6CIL 283HP AUT
CHRYSLER,TOWN & COUNTRY,TOURING 5PTS 3.6L 6CIL 283HP AUT
DODGE,300,SRT-8 4PTS 6.4L 8CIL 465HP AUT
DODGE,300,SRT-8 4PTS 6.4L 8CIL 470HP AUT
DODGE,ATOS,5PTS 1.1L 4CIL 63HP MAN
DODGE,ATTITUDE,4PTAS 1.2L 3CIL 76HP CVT
DODGE,ATTITUDE,4PTAS 1.2L 3CIL 76HP MAN
DODGE,ATTITUDE,4PTS 1.4L 4CIL 108HP MAN
DODGE,ATTITUDE,4PTS 1.4L 4CIL 96HP MAN
DODGE,ATTITUDE,4PTS 1.6L 4CIL 110HP AUT
DODGE,ATTITUDE,4PTS 1.6L 4CIL 124HP AUT
DODGE,ATTITUDE,GL 4PTS 1.4L 4CIL 108HP MAN
DODGE,ATTITUDE,GL 4PTS 1.6L 4CIL 124HP AUT
DODGE,ATTITUDE,GLS 4PTS 1.6L 4CIL 124HP AUT
DODGE,AVENGER,4PTS 2.0L 4CIL 158HP MAN
DODGE,AVENGER,SE 4PTS 2.4L 4CIL 173HP AUT
DODGE,AVENGER,SXT 4PTS 2.4L 4CIL 173HP AUT
DODGE,AVENGER,SXT SPORT 4PTS 2.4L 4CIL 173HP AUT
DODGE,CALIBER,5PTS 2.4 4CIL 172 CVT
DODGE,CALIBER,5PTS 2.4 4CIL 172 MAN
DODGE,CALIBER,5PTS 2.4L 4CIL 172HP AUT
DODGE,CALIBER,5PTS 2.4L 4CIL 172HP MAN
DODGE,CHALLENGER,BLACKLINE 2PTAS 3.6L 6CIL 305HP AUT
DODGE,CHALLENGER,BLACKLINE 2PTS 3.6L 6CIL 305HP AUT
DODGE,CHALLENGER,R/T 2PTS 5.7L 8CIL 372HP AUT
DODGE,CHALLENGER,RALLYE REDLINE 2PTS 3.6L 6CIL 305HP AUT
DODGE,CHALLENGER,SCAT PACK 2PTAS 6.4L 8CIL 485HP AUT
DODGE,CHALLENGER,SRT-8 2PTS 6.4L 8CIL 470HP AUT
DODGE,CHALLENGER,SUPERCHARGED SRT 2PTAS 6.2L 8CIL 707HP AUT
DODGE,CHALLENGER,SXT 2PTS 3.6L 6CIL 305HP AUT
DODGE,CHARGER,4PTS 3.6 6CIL 292HP AUT
DODGE,CHARGER,4PTS 3.6L 6CIL 292HP AUT
DODGE,CHARGER,PATRULLA V6 4PTAS 3.6L 6CIL 292HP AUT
DODGE,CHARGER,PATRULLA V8 4PTAS 5.7L 8CIL 370HP AUT
DODGE,CHARGER,R/T 4PTAS 5.7L 8CIL 370HP AUT
DODGE,CHARGER,R/T 4PTS 5.7L 8CIL 370HP AUT
DODGE,CHARGER,RALLYE REDLINE 4PTS 3.6 6CIL 292HP AUT
DODGE,CHARGER,SE 4PTAS 3.6L 6CIL 292HP AUT
DODGE,CHARGER,SRT4PTAS 6.2L 8CIL 707HP AUT
DODGE,CHARGER,SRT-8 4PTS 6.4L 8CIL 470HP AUT
DODGE,CHARGER,SXT 4PTS 3.6 6CIL 292HP AUT
DODGE,CHARGER,SXT PREMIUM 4PTS 3.6 6CIL 292HP AUT
DODGE,DART,4PTS 1.4L 4CIL 160HP AUT TURBO
DODGE,DART,4PTS 1.4L 4CIL 160HP MAN TURBO
DODGE,DART,4PTS 2.0L 4CIL 160HP AUT
DODGE,DART,4PTS 2.0L 4CIL 160HP MAN
DODGE,DART,4PTS 2.4L 4CIL 184HP AUT
DODGE,DART,4PTS 2.4L 4CIL 184HP MAN
DODGE,DART,GT 4PTAS 2.4L 4CIL 184HP AUT
DODGE,DART,GT 4PTS 2.4L 4CIL 184HP AUT
DODGE,DART,GT 4PTS 2.4L 4CIL 184HP MAN
DODGE,DART,LIMITED 4PTS 2.4L 4CIL 184HP AUT
DODGE,DART,SXT 4PTS 2.4L 4CIL 184HP AUT
DODGE,DART,SXT 4PTS 2.4L 4CIL 184HP MAN
DODGE,DURANGO,4X2 5PTS 3.6L 6CIL 290HP AUT
DODGE,DURANGO,4X2 5PTS 5.7L 8CIL 360HP AUT
DODGE,DURANGO,5PTS 3.6L 6CIL 290HP AUT
DODGE,DURANGO,5PTS 5.7L 8CIL 360HP AUT
DODGE,DURANGO,CITADEL 4X4 5PTS 5.7L 8CIL 360HP AUT
DODGE,DURANGO,LIMITED 4X2 5PTS 3.6L 6CIL 290HP AUT
DODGE,DURANGO,R/T 4X2 5PTS 5.7L 8CIL 360HP AUT
DODGE,DURANGO,R/T 5PTAS 5.7L 8CIL 360HP AUT
DODGE,DURANGO,SXT 4X2 5PTS 3.6L 6CIL 290HP AUT
DODGE,DURANGO,SXT 5PTAS 3.6L 6CIL AUT
DODGE,H100,VAN (CARGA) 5PTS 2.5L 4CIL 99HP MAN
DODGE,H100,VAN 5PTS 2.4L 4CIL 128HP MAN
DODGE,H100,VAN 5PTS 2.4L 4CIL 174HP MAN
DODGE,H100,VAN 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO
DODGE,H100,WAGON (PASAJEROS) 5PTS 2.5L 4CIL 99HP MAN
DODGE,H100,WAGON 5PTS 2.4L 4CIL 128HP MAN
DODGE,H100,WAGON 5PTS 2.4L 4CIL 174HP MAN
DODGE,H100,WAGON 5PTS 2.5L 4CIL 99HP MAN DIESEL TURBO
DODGE,i10,GL HATCHBACK 5PTS 1.1L 4CIL 66HP MAN
DODGE,i10,GL PLUS HATCHBACK 5PTS 1.1L 4CIL 66HP MAN
DODGE,i10,GLS SAFETY HATCHBACK 5PTS 1.1L 4CIL 66HP MAN
DODGE,i10,HATCHBACK 5PTS 1.1L 4CIL 66HP MAN
DODGE,JOURNEY,5PTS 2.4 4CIL 173HP AUT
DODGE,JOURNEY,5PTS 2.4L 4CIL 173HP AUT
DODGE,JOURNEY,CROSSROAD 5PTS 2.4 4CIL 173HP AUT
DODGE,JOURNEY,R/T 5PTAS 3.6L 6CIL 283HP AUT
DODGE,JOURNEY,R/T 5PTS 3.6L 6CIL 283HP AUT
DODGE,JOURNEY,SE 5PTAS 2.4L 4CIL 173HP AUT
DODGE,JOURNEY,SE 5PTS 2.4 4CIL 173HP AUT
DODGE,JOURNEY,SXT 5PTS 2.4 4CIL 173HP AUT (5 PASAJEROS)
DODGE,JOURNEY,SXT 5PTS 2.4 4CIL 173HP AUT (7 PASAJEROS)
DODGE,JOURNEY,SXT 5PTS 3.6L 6CIL 283HP AUT
DODGE,JOURNEY,SXT PREMIUM 5PTS 3.6L 6CIL 283HP AUT
DODGE,NITRO,4x2 5PTS 3.7L 6CIL 210HP AUT
DODGE,NITRO,5PTS 3.7L 6CIL 210HP AUT
DODGE,VIPER,GTS 2PTAS 8.4L 10CIL 645HP MAN
DODGE,VIPER,SRT COUPE 2PTS 8.4L 10CIL 640HP MAN
DODGE,VIPER,SRT GTS COUPE 2PTS 8.4L 10CIL 640HP MAN
DODGE,VISION,4PTAS 1.6L 4CIL 113HP MT
DODGE,VISION,4PTAS 1.6L 4CIL 115HP DUALOGIC
FIAT,500,3PTAS 1.4L 4CIL 101HP AUT
FIAT,500,3PTAS 1.4L 4CIL 101HP MAN
FIAT,500,3PTS 1.2L 4CIL 70HP MAN
FIAT,500,3PTS 1.4L 4CIL 100HP AUT
FIAT,500,3PTS 1.4L 4CIL 100HP MAN
FIAT,500,3PTS 1.4L 4CIL 90HP MAN
FIAT,500,ABARTH 3PTAS 1.4L 4CIL 160HP AUT TURBO
FIAT,500,ABARTH 3PTAS 1.4L 4CIL 160HP MAN TURBO
FIAT,500,ABARTH 3PTS 1.4L 4CIL 160HP MAN TURBO
FIAT,500,ABARTH CABRIO 2PTS 1.4L 4CIL 160HP MAN TURBO
FIAT,500,HATCHBACK 3PTS 1.4L 4CIL 101HP AUT
FIAT,500,HATCHBACK 3PTS 1.4L 4CIL 101HP MAN
FIAT,500,L 5PTAS 1.4 4CIL 160HP AUT TURBO
FIAT,500,LOUNGE CABRIO 2PTS 1.4L 4CIL 101HP AUT
FIAT,500,LOUNGE HATCHBACK 3PTS 1.4L 4CIL 101HP AUT
FIAT,500,POP CABRIO PTS 1.4L 4CIL 101HP MAN
FIAT,500,POP HATCHBACK 3PTS 1.4L 4CIL 101HP AUT
FIAT,500,POP HATCHBACK 3PTS 1.4L 4CIL 101HP MAN
FIAT,500,SPORT 3PTAS 1.4L 4CIL 135HP MAN TURBO
FIAT,500,SPORT HATCHBACK 3PTS 1.4L 4CIL 101HP AUT
FIAT,500,SPORT HATCHBACK 3PTS 1.4L 4CIL 101HP MAN
FIAT,500,TURBO HATCHBACK 2PTS 1.4L 4CIL 135HP MAN
FIAT,500,TURBO HATCHBACK 3PTS 1.4L 4CIL 135HP MAN
FIAT,500,X 5PTAS 2.4 4CIL 180HP AUT
FIAT,ALBEA,ELX 4PTS 1.8L 4CIL 107HP MAN
FIAT,DOBLO,5PTS 1.6L 4CIL 105HP MAN TURBO DIESEL
FIAT,DOBLO,6PTS 1.6L 4CIL 105HP MAN TURBO DIESEL
FIAT,DUCATO,CARGO VAN 5PTAS 2.3L 4CIL 120HP MAN
FIAT,LINEA,4PTS 1.4L 4CIL 120HP MAN
FIAT,LINEA,DYNAMIC 4PTS 1.4L 4CIL 120HP MAN TURBO
FIAT,PALIO,5PTS 1.6L 4CIL 113HP MAN
FIAT,PALIO,ADVENTURE 5PTAS 1.6L 4CIL 113HP DUALOGIG
FIAT,PALIO,ADVENTURE 5PTAS 1.6L 4CIL 113HP MAN
FIAT,PALIO,ADVENTURE 5PTS 1.6L 4CIL 113HP AUT
FIAT,PALIO,ADVENTURE 5PTS 1.6L 4CIL 113HP MAN
FIAT,PALIO,ADVENTURE 5PTS 1.8L 4CIL 107HP MAN
FIAT,PALIO,ESSENCE 5PTAS 1.6L 4CIL 115HP MAN
FIAT,PALIO,ESSENCE 5PTS 1.6L 4CIL 115HP MAN
FIAT,PALIO,SPORTING 5PTAS 1.6L 4CIL 115HP DUALOGIG
FIAT,PALIO,SPORTING 5PTAS 1.6L 4CIL 115HP MAN
FIAT,PALIO,TREKKING 5PTS 1.8L 4CIL 107HP MAN
FIAT,PANDA,5PTS 1.2L 4CIL 60HP AUT
FIAT,PANDA,5PTS 1.2L 4CIL 60HP MAN
FIAT,PUNTO,LOUNGE 3PTS 1.4L 4CIL 135HP MAN
FIAT,PUNTO EVO,3/5PTS 1.4L 4CIL 105HP MAN
FIAT,PUNTO EVO,3/5PTS 1.4L 4CIL 135HP MAN
FIAT,UNO,5PTS 1.4L 4CIL 84HP MAN
FIAT,UNO,ATTRACTIVE 5PTAS 1.4L 4CIL 85HP MAN
FIAT,UNO,VIVACE 5PTS 1.4L 4CIL 85HP MAN
FIAT,UNO,WAY 5PTAS 1.4L 4CIL 85HP MAN
FORD,CROWN VICTORIA,INTERCEPTOR (POLICIA) 4PTS 4.6L 8CIL 220HP AUT
FORD,ECOSPORT,4PTS 2.0L 4CIL 145HP AUT
FORD,ECOSPORT,4PTS 2.0L 4CIL 145HP MAN
FORD,ECOSPORT,4X2 5PTS 2.0L 4CIL 144HP MAN
FORD,ECOSPORT,5PTAS 2.0L 4CIL 144HP AUT
FORD,ECOSPORT,5PTAS 2.0L 4CIL 144HP MAN
FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP AUT
FORD,ECOSPORT,5PTS 2.0L 4CIL 145HP MAN
FORD,ECOSPORT,SE 4X2 5PTS 2.0L 4CIL 144HP AUT
FORD,ECOSPORT,SE 4X2 5PTS 2.0L 4CIL 144HP MAN
FORD,ECOSPORT,TITANIUN 4X2 5PTS 2.0L 4CIL 144HP AUT
FORD,EDGE,5PTAS 2.0L 4CIL 245HP ECOBOOST AUT
FORD,EDGE,5PTAS 3.5L 6CIL 280HP AUT
FORD,EDGE,5PTS 2.0L 4CIL 240HP AUT
FORD,EDGE,5PTS 3.5L 6CIL 280HP AUT
FORD,EDGE,5PTS 3.5L 6CIL 285HP AUT
FORD,EDGE,FWD 5PTAS 2.0L 4CIL 245HP AUT TURBO ECOBOOST
FORD,EDGE,FWD Y AWD 5PTAS 3.5L 6CIL 280HP AUT
FORD,EDGE,SPORT 4X4 5PTAS 2.7L 6CIL 315HP AUT TURBO ECOBOOST
FORD,EDGE,SPORT 4X4 5PTAS 2.7L 6CIL 315HP ECOBOOST AUT
FORD,EDGE,SPORT 5PTAS 2.7L 6CIL 315HP AUT TURBO
FORD,EDGE,SPORT 5PTS 3.7L 6CIL 305HP AUT
FORD,ESCAPE,4PTS 2.5L 4CIL 170HP AUT
FORD,ESCAPE,4PTS 2.5L 4CIL 170HP MAN
FORD,ESCAPE,4PTS 3.0L 6CIL 240HP AUT
FORD,ESCAPE,4X2 5PTAS 2.0L 240HP AUT TURBO ECOBOOST
FORD,ESCAPE,4X2 5PTAS 2.0L 4CIL 240HP AUT ECOBOOST
FORD,ESCAPE,4X2 5PTAS 2.0L 4CIL 240HP ECOBOOST AUT
FORD,ESCAPE,4X2 5PTAS 2.5L 4CIL 168HP AUT
FORD,ESCAPE,5PTAS 2.5L 4CIL 168HP AUT
FORD,ESCAPE,5PTS 2.5L 4CIL 168HP AUT
FORD,ESCAPE,5PTS 2.5L 4CIL 170HP AUT
FORD,ESCAPE,5PTS 2.5L 4CIL 170HP MAN
FORD,ESCAPE,5PTS 3.0L 6CIL 240HP AUT
FORD,EXPEDITION,4PTS 5.4L 8CIL 300HP AUT
FORD,EXPEDITION,5PTAS 3.5L 6CIL 365HP AUT BITURBO ECOBOOST
FORD,EXPEDITION,5PTS 5.4L 8CIL 300HP AUT
FORD,EXPEDITION,KING RANCH 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO
FORD,EXPEDITION,LIMITED 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO
FORD,EXPEDITION,LIMITED 4X4 5PTS 3.5L 6CIL 365HP AUT TURBO
FORD,EXPEDITION,MAX 4PTS 5.4L 8CIL 300HP AUT
FORD,EXPEDITION,MAX 5PTS 5.4L 8CIL 300HP AUT
FORD,EXPEDITION,XL 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO
FORD,EXPLORER,2WD 4PTAS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,2WD 5PTAS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,2WD 5PTS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,4WD 4PTAS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,4WD 5PTAS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,4WD 5PTS 3.5L 6CIL 290HP AUT
FORD,EXPLORER,INTERCEPTOR 3.7L 6CIL 305HP AUT
FORD,EXPLORER,SPORT 4WD 5PTS 3.5L 6CIL 290HP AUT
FORD,EXPLORER INTERCEPTOR,4PTAS 3.7L 6CIL 305HP AUT
FORD,FIESTA,4/5PTS 1.6L 4CIL 120HP MAN
FORD,FIESTA,4PTS 1.6L 4CIL 120HP AUT
FORD,FIESTA,4PTS 1.6L 4CIL 120HP MAN
FORD,FIESTA,5PTS 1.6L 4CIL 120HP MAN
FORD,FIESTA,HATCHBACK 5PTAS 1.6L 4CIL 120HP AUT
FORD,FIESTA,HATCHBACK 5PTAS 1.6L 4CIL 120HP MAN
FORD,FIESTA,HATCHBACK 5PTS 1.6L 4CIL 119HP AUT
FORD,FIESTA,HATCHBACK 5PTS 1.6L 4CIL 119HP MAN
FORD,FIESTA,HATCHBACK 5PTS 1.6L 4CIL 120HP MAN
FORD,FIESTA,IKON HATCHBACK 5PTS 1.6L 4CIL 101HP MAN
FORD,FIESTA,IKON SEDAN 4PTS 1.6L 4CIL 95HP MAN
FORD,FIESTA,IKON SEDAN 4PTS 1.6L 4CIL 96HP AUT
FORD,FIESTA,SEDAN 4/5PTAS 1.6L 4CIL 120HP ECOBOOST AUT
FORD,FIESTA,SEDAN 4/5PTAS 1.6L 4CIL 120HP ECOBOOST MAN
FORD,FIESTA,SEDAN 4PTAS 1.6L 4CIL 120HP AUT
FORD,FIESTA,SEDAN 4PTAS 1.6L 4CIL 120HP MAN
FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 119HP AUT
FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 119HP MAN
FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 120HP AUT
FORD,FIESTA,SEDAN 4PTS 1.6L 4CIL 120HP MAN
FORD,FIESTA,ST 5PTS 1.6L 4CIL 197HP MAN TURBO
FORD,FIESTA,ST HATCHBACK 5PTAS 1.6L 4CIL 197HP MAN
FORD,FIESTA,ST HATCHBACK 5PTS 1.6L 4CIL 197HP MAN TURBO
FORD,FIESTA,ST HATCHBACK FWD 5PTAS 1.6L 4CIL 197HP MAN TURBO ECOBOOST
FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP AUT
FORD,FIGO,HATCHBACK 5PTAS 1.5L 4CIL 110HP MAN
FORD,FIGO,HTACHBACK 5PTAS 1.5L 4CIL 110HP AUT
FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110 HP AUT
FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP AUT
FORD,FIGO,SEDAN 4PTAS 1.5L 4CIL 110HP MAN
FORD,FOCUS,4/5PTAS 2.0L 4CIL 160HP AUT
FORD,FOCUS,4/5PTAS 2.0L 4CIL 160HP MAN
FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP AUT
FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP MAN
FORD,FOCUS,5PTS 2.0L 4CIL 145HP AUT
FORD,FOCUS,5PTS 2.0L 4CIL 145HP MAN
FORD,FOCUS,HATBACHBACK 5PTAS 2.0L 4CIL 160HP AUT
FORD,FOCUS,HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN
FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP AUT
FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN
FORD,FOCUS,RS 3PTS 2.5L 5CIL 304HP MAN
FORD,FOCUS,RS 5PTAS 2.3L 4CIL 350HP MAN TURBO
FORD,FOCUS,RS AWD 5PTAS 2.3L 4CIL 350HP MAN TURBO ECOBOOST
FORD,FOCUS,RS HATCHBACK 5PTAS 2.3L 4CIL 350HP ECOBOOST MAN
FORD,FOCUS,SEDAN 4PTAS 2.0L 4CIL 160HP AUT
FORD,FOCUS,SEDAN 4PTAS 2.0L 4CIL 160HP MAN
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP AUT
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN
FORD,FOCUS,ST 3PTS 2.5L 5CIL 225HP MAN
FORD,FOCUS,ST 4PTAS 2.0L 4CIL 252HP MAN
FORD,FOCUS,ST 4PTS 2.0L 4CIL 250HP MAN TURBO
FORD,FOCUS,ST 4PTS 2.0L 4CIL 252HP MAN
FORD,FOCUS,ST 4PTS 2.0L 4CIL 252HP MAN TURBO
FORD,FOCUS,ST 5PTAS 2.0L 4CIL 252HP MAN TURBO ECOBOOST
FORD,FOCUS,ST 5PTS 2.0L 4CIL 250HP MAN TURBO
FORD,FUSION,4PTAS 2.0L 4CIL 240HP AUT
FORD,FUSION,4PTAS 2.5L 4CIL 175HP AUT
FORD,FUSION,4PTS 2.0L 4CIL 237HP AUT (6F35) TURBO
FORD,FUSION,4PTS 2.0L 4CIL 240HP AUT (6F35) TURBO
FORD,FUSION,4PTS 2.0L 4CIL 240HP AUT TURBO
FORD,FUSION,4PTS 2.5L 4CIL 168HP AUT (6F35)
FORD,FUSION,4PTS 2.5L 4CIL 170HP AUT
FORD,FUSION,4PTS 2.5L 4CIL 175HP AUT
FORD,FUSION,4PTS 2.5L 4CIL 175HP AUT (6F35)
FORD,FUSION,4PTS 3.0L 6CIL 240HP AUT
FORD,FUSION,4PTS 3.5L 6CIL 263HP AUT
FORD,FUSION,4X2 4PTAS 2.0L 4CIL 240HP AUT TURBO ECOBOOST
FORD,FUSION,4X2 4PTAS 2.5L 4CIL 175HP AUT
FORD,FUSION,HIBRIDO 4PTAS 2.0L 4CIL 188HP AUT eCVT
FORD,FUSION,HIBRIDO 4PTS 2.0L 4CIL 188HP AUT (CVT)
FORD,FUSION,HIBRIDO 4PTS 2.0L 4CIL 188HP AUT (eCVT)
FORD,FUSION,HIBRIDO 4X2 4PTAS 2.0L 4CIL 141(+47e)HP E-CVT
FORD,FUSION,HYBRID 4PTS 2.5L 4CIL 156HP CVT
FORD,FUSION SPORT,SPORT AWD 4PTAS 2.7L 6CIL 325HP ECOBOOST AUT
FORD,IKON,HATCHBACK 5PTS 1.6L 4CIL 101HP MAN
FORD,IKON,HATCHBACK 5PTS 1.6L 4CIL 98HP MAN
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP AUT
FORD,MUSTANG,2PTS 3.7L 6CIL 305HP MAN
FORD,MUSTANG,2PTS 5.0L 8CIL 412HP AUT
FORD,MUSTANG,2PTS 5.0L 8CIL 412HP MAN
FORD,MUSTANG,CONVERTIBLE 2PTAS 2.3L 4CIL 310HP AUT ECOBOOST
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP AUT TURBO ECOBOOST
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP MAN ECOBOOST
FORD,MUSTANG,COUPE 2PTAS 2.3L 4CIL 310HP MAN TURBO ECOBOOST
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 300HP MAN
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 305HP AUT
FORD,MUSTANG,COUPE 2PTS 3.7L 6CIL 305HP MAN
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 412HP AUT
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 412HP MAN
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 435HP AUT
FORD,MUSTANG,GT 2PTS 5.0L 8CIL 435HP MAN
FORD,MUSTANG,GT CONVERTIBLE 2PTAS 5.0L 8CIL 420HP AUT
FORD,MUSTANG,GT V8 COUPE 2PTAS 5.0L 8CIL 435HP MAN
FORD,MUSTANG,SHELBY 2PTS 5.4L 8CIL 550HP MAN
FORD,MUSTANG,SHELBY GT 350 COUPE 2PTAS 5.2L 8CIL 526HP MAN
FORD,MUSTANG,SHELBY GT 500 2PTS 5.4L 8CIL 550HP MAN
FORD,MUSTANG,SHELBY GT 500 2PTS 5.8L 8CIL 650HP MAN
FORD,MUSTANG,SHELBY GT350 2PTS 5.2L 8CIL 526HP MAN
FORD,MUSTANG,ST 2PTS 3.7L 6CIL 305HP MAN
FORD,MUSTANG,V6 COUPE 2PTAS 3.7L 6CIL 300HP MAN
FORD,POLICE INTERCEPTOR,4PTAS 3.5L 6CIL 288HP AUT
FORD,POLICE INTERCEPTOR,4PTS 3.5L 6CIL 288HP MAN
FORD,POLICE INTERCEPTOR,4PTS 3.5L 6CIL 365HP MAN
FORD,POLICE INTERCEPTOR,SEDAN 4PTAS 3.5L 6CIL 288HP AUT
FORD,TAURUS,POLICE INTERCEP. AWD 4PTS 3.5L 6CIL 288HP AUT
FORD,TAURUS,POLICE INTERCEP. FWD 4PTS 3.5L 6CIL 365HP AUT
FORD,TAURUS (POLICE INTERCEPTOR),4PTS 3.5L 6CIL 365HP AUT
FORD,TRANSIT,CHASIS 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,CHASIS CAB REG 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,CHASIS CAB REGULAR FWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,CHASIS CABINA REGULAR 4PTS 2.2L 4CIL 115HP MAN
FORD,TRANSIT,CHASIS RWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,PASAJEROS CORTA 4PTAS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,PASAJEROS CORTA 4PTAS 2.2L 4CIL 125HP TURBO MAN DIESEL
FORD,TRANSIT,PASAJEROS CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN
FORD,TRANSIT,PASAJEROS CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,PASAJEROS LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN
FORD,TRANSIT,PASAJEROS LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,RWD CHASIS 4PTS 2.4L 4CIL 114HP MAN DIESEL
FORD,TRANSIT,VAN 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL
FORD,TRANSIT,VAN CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN
