Model,Version,Transmission,Adjustment
2016,i TOURING 5PTAS 1.5L 4CIL 106HP MAN R15,MAN,15.18
2016,i TOURING 5PTAS 2.0L 4CIL 155HP AUT,AUT,14.79
2016,KING RANCH 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,AUT,6.92
2016,L 4WD 5PTS 3.5L 6CIL 365HP AUT TURBO,AUT,6.84
2016,L 5PTAS 1.4 4CIL 160HP AUT TURBO,AUT,9.89
2016,LATITUDE 4X2 5PTAS 2.4L 4CIL 172HP AUT,AUT,8.73
2016,LIMITED 4PTS 2.4L 4CIL 185HP AUT,AUT,13.36
2016,LIMITED 4X2 5PTAS 3.6L 6CIL 290HP AUT,AUT,8.32
2016,LIMITED 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,AUT,6.92
2016,LIMITED 4X4 5PTS 3.5L 6CIL 365HP AUT TURBO,AUT,6.77
2016,LIMITED 5PTAS 3.8L 6CIL 247HP AUT,AUT,6.83
2016,LIMITED AWD 5PTS 2.5L 4CIL 170HP CVT,CVT,11.46
2016,LIMITED LUJO 4X2 5PTAS 5.7L 8CIL 360HP AUT,AUT,6.3
2016,LS 4PTS 1.6L 4CIL 103HP AUT,AUT,11.83
2016,LS 4X2 5PTS 5.3L 8CIL 355HP AUT,AUT,14.74
2016,LS 5PTS 2.4L 4CIL 182HP AUT,AUT,10.07
2016,LS Aa 4PTS 1.6L 4CIL 103HP MAN,MAN,12.7
2016,LS FWD 5PTS 1.8L 4CIL 140 MAN,MAN,11.06
2016,LS SEDAN 4PTS 1.6L 4CIL 115HP MAN,MAN,13.53
2016,LT 4PTS 1.6L 4CIL 103HP AUT,AUT,11.83
2016,LT 4PTS 1.6L 4CIL 103HP MAN,MAN,12.7
2016,LT 4X2 5PTS 5.3L 8CIL 355HP AUT,AUT,14.74
2016,LT 5PTS 1.4L 4CIL 98HP MAN,MAN,16.64
2016,LT 5PTS 2.4L 4CIL 182HP AUT,AUT,9.56
2016,LT FWD 5PTS 1.8L 4CIL 140 AUT,AUT,11.53
2016,LT HATCHBACK 5PTS 1.6L 4CIL 115 HP AUT,AUT,13.06
2016,LT HATCHBACK 5PTS 1.6L 4CIL 115 HP MAN,MAN,13.64
2016,LT SEDAN 4PTS 1.6L 4CIL 115HP AUT,AUT,12.98
2016,LT SEDAN 4PTS 1.6L 4CIL 115HP MAN,MAN,13.53
2016,LTZ 4PTS 1.6L 4CIL 103HP AUT,AUT,11.83
2016,LTZ 4PTS 1.6L 4CIL 103HP MAN,MAN,12.7
2016,LTZ 4X4 5PTS 5.3L 8CIL 355HP AUT,AUT,14.49
2016,LTZ 5PTS 1.4L 4CIL 98HP MAN,MAN,16.26
2016,LTZ 5PTS 2.4L 4CIL 182HP AUT,AUT,9.56
2016,LTZ FWD 5PTS 1.8L 4CIL 140 AUT,AUT,11.58
2016,LTZ SEDAN 4PTS 1.6L 4CIL 115HP AUT,AUT,12.98
2016,LUXURY 5PTS 3.6L 6CIL 308HP AUT,AUT,8.02
2016,LWB 4PTS 4.0L 8CIL 435HP TIPTRONIC QUATTRO FSI BITURBO,TIPTRONIC,8.46
2016,LWB 4PTS 6.3L 12CIL 500HP TIPTRONIC QUATTRO FSI,TIPTRONIC,6.77
2016,LX 2WD 5PTS 2.4L 4CIL 185HP CVT,CVT,9.8
2016,LX 4PTS 1.5L 4CIL 118HP CVT,CVT,13.47
2016,LX 4PTS 1.5L 4CIL 118HP MAN,MAN,12.81
2016,LX 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2016,LX SEDAN 4PTS 2.4L 4CIL 185HP CVT,CVT,10.38
2016,M 4X4 5PTAS 4.4L 8CIL 575HP AUT BITURBO,AUT,13.94
2016,M SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO,AUT,11.24
2016,M40iA 5PTS 3.0L 6CIL 360HP AUT TURBO,AUT,9.03
2016,MAXI 5PTAS 1.6L 4CIL 110HP MAN,MAN,11.38
2016,MAXI 5PTS 1.2L 4CIL 105HP MAN FSI TURBO,MAN,11.9
2016,MAYBACH 4PTAS 6.0L 12CIL 530HP AUT,AUT,6.61
2016,MKVI 4PTAS 2.0L 4CIL 115HP AUT,TIPT,11.65
2016,MKVI 4PTAS 2.0L 4CIL 115HP MAN,MAN,11.49
2016,MKVI 4PTAS 2.0L 4CIL 140HP DSG TURBO DIESEL,DSG,16.1
2016,MKVI 4PTAS 2.5L 5CIL 170HP AUT,TIPT,10.65
2016,MKVI 4PTAS 2.5L 5CIL 170HP MAN,MAN,10.8
2016,MKVI GLI 4PTAS 2.0L 4CIL 210HP MAN TURBO FSI,MAN,11.39
2016,NUEVO 4PTAS 2.5L 5CIL 170HP TIP,TIPT,10.65
2016,NUEVO 4PTAS 3.6L 6CIL 280HP DSG,DSG,9.96
2016,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,MAN,13.37
2016,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,MAN,9.3
2016,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,MAN,15.13
2016,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN TURBO DIESEL,MAN,9.02
2016,PACEMAN 3PTAS 1.6L 4CIL 190HP AUT TURBO,AUT,11.49
2016,PACEMAN 3PTAS 1.6L 4CIL 190HP MAN TURBO,MAN,11.86
2016,PACEMAN ALL4 3PTAS 1.6L 4CIL 190HP AUT TURBO,AUT,11.6
2016,PACEMAN ALL4 3PTAS 1.6L 4CIL 190HP MAN TURBO,MAN,11.5
2016,PACEMAN JCW 3PTS 1.6L 4CIL 218HP AUT TURBO,AUT,10.46
2016,PACEMAN JCW 3PTS 1.6L 4CIL 218HP MAN TURBO,MAN,10.46
2016,PASAJEROS 3PTAS 2.0L 4CIL 102HP MAN TURBO DIESEL,MAN,11.34
2016,PASAJEROS 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.97
2016,PASAJEROS LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.97
2016,PATRULLA V6 4PTAS 3.6L 6CIL 292HP AUT,AUT,7.4
2016,PATRULLA V8 4PTAS 5.7L 8CIL 370HP AUT,AUT,6.56
2016,PREMIUM 4PTS 2.4L 4CIL 185HP AUT,AUT,13.36
2016,PREMIUM 5PTS 3.6L 6CIL 308HP AUT,AUT,8.02
2016,PREMIUM AWD 5PTS 2.5L 4CIL 170HP CVT,CVT,11.46
2016,R 2PTAS 4.0L 6CIL 500HP MAN,MAN,6.44
2016,R- DESIGN FWD 2.0L 4CIL 245HP AUT TURBO,AUT,11.53
2016,R/T 4PTAS 5.7L 8CIL 370HP AUT,AUT,6.98
2016,R/T 5PTAS 3.6L 6CIL 283HP AUT,AUT,7.92
2016,R/T 5PTAS 5.7L 8CIL 360HP AUT,AUT,6.32
2016,ROADSTER 2PTAS 1.6L 4CIL 156HP AUT TURBO,AUT,12.45
2016,ROADSTER 2PTAS 2.0L 4CIL 184HP AUT TURBO,AUT,12.26
2016,ROADSTER 2PTAS 4.7L 8CIL 455HP AUT BITURBO,AUT,8.53
2016,ROADSTER 2PTS 6.5L 12CIL 700HP AUT,AUT,4.85
2016,ROADSTER AMG 2PTAS 3.0L 6CIL 367HP AUT TURBO,AUT,9.68
2016,ROADSTER AMG 2PTAS 5.5L 8CIL 585HP AUT BITURBO,AUT,7.63
2016,ROADSTER AMG 2PTAS 6.0L 12CIL 630HP AUT BITURBO,AUT,6.47
2016,RS 5PTAS 2.3L 4CIL 350HP MAN TURBO,MAN,10.03
2016,RS 5PTS 1.4L 4CIL 138HP MAN TURBO,MAN,12.71
2016,RS 5PTS 1.6L 4CIL 200HP DSG,DSG,12.79
2016,RUBICON 4X4 3/5PTAS 3.6L 6CIL 285HP AUT,AUT,6.31
2016,RWD 4PTS 5.0L 8CIL 420HP AUT,AUT,9.02
2016,S 2PTS 3.4L 6CIL 315HP MAN,MAN,8.77
2016,S 2PTS 3.4L 6CIL 315HP PDK,PDK,9.98
2016,S 2PTS 3.4L 6CIL 325HP MAN,MAN,8.77
2016,S 2PTS 3.4L 6CIL 325HP PDK,PDK,9.98
2016,S 2PTS 3.8L 6CIL 560HP PDK INTEGRAL BITURBO,PDK,8.16
2016,s 4PTAS 2.5L 4CIL 188HP AUT R16,AUT,12.67
2016,s 4PTAS 2.5L 4CIL 188HP MAN R16,MAN,12.69
2016,S 4PTS 3.0L 6CIL 375HP AUT SUPERCARGADO,AUT,7.21
2016,s 5PTAS 2.5L 4CIL 188HP AUT R16,AUT,12.53
2016,s 5PTAS 2.5L 4CIL 188HP MAN R16,MAN,12.55
2016,S 5PTAS 3.0L 6CIL 420HP PDK,PDK,8.31
2016,S 5PTAS 3.6L 6CIL 420HP BITURBO TIP TRACCION INTEGRAL,TIPT,7.92
2016,S 5PTAS 4.1L 6CIL 385HP TIP TDI INTEGRAL,TIPT,11.17
2016,S 5PTS 3.0L 6CIL 340HP PDK INTEGRAL BITURBO,PDK,7.83
2016,S 5PTS 3.0L 6CIL 420HP PDK BITURBO,PDK,8.32
2016,S E-HYBRID 5PTAS 3.0L 6CIL 333 (+95)HP TIP,TIPT,11.1
2016,S E-HYBRID 5PTAS 3.0L 6CIL333 (+95)HP TIP TRACCION INTEGRAL,TIPT,11.1
2016,S E-HYBRID 5PTS 3.0L 6CIL 333(+95)HP TIPTRONIC,TIPTRONIC,11.17
2016,s GRAND TOURING 2WD 5PTAS 2.5L 4CIL 186HP AUT R19,AUT,12.54
2016,s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18,AUT,12.53
2016,s GRAND TOURING 4WD 5PTAS 2.5L 4CIL 186HP AUT R19,AUT,11.91
2016,s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18,AUT,12.41
2016,SAHARA 4X4 3PTAS 3.6L 6CIL 285HP AUT,AUT,6.5
2016,SC 3PTAS 1.4L 4CIL125HP MAN TURBO,MAN,14.71
2016,SC 3PTAS 1.4L 4CIL150HP DSG TURBO,DSG,13.75
2016,SC 3PTAS 1.4L 4CIL150HP MAN TURBO,MAN,14.49
2016,SC 3PTAS 1.8L 4CIL180HP DSG TURBO,DSG,13.29
2016,SCAT PACK 2PTAS 6.4L 8CIL 485HP AUT,AUT,6.85
2016,sDrive 18iA 2PTS 2.0L 4CIL 156HP AUT TURBO,AUT,10.97
2016,sDrive 20iA 5PTAS 2.0L 4CIL 192HP AUT TURBO,AUT,12.12
2016,sDrive 20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,AUT,10.79
2016,sDrive 35is 2PTS 3.0L 6CIL 340HP AUT BITURBO,AUT,8.48
2016,SE 4PTAS 3.6L 6CIL 292HP AUT,AUT,8.52
2016,SE 4PTS 2.4L 4CIL 185HP AUT,AUT,13.36
2016,SE 5PTAS 2.4L 4CIL 173HP AUT,AUT,8.85
2016,SE 5PTS 2.0L 4CIL 148HP CVT,CVT,11.3
2016,SE PLUS 5PTS 2.0L 4CIL 148HP CVT,CVT,11.3
2016,SEDAN 2.0i AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.52
2016,SEDAN 2.0i LIMITED AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.36
2016,SEDAN 2.0i PREMIUM AWD 4PTS 2.0L 4CIL 148HP CVT,CVT,13.36
2016,SEDÁN 4PTAS 1.4L 4CIL150HP STRONIC FSI TURBO,STRONIC,15.06
2016,SEDAN 4PTAS 1.5L 4CIL 105HP DSG TURBO DIESEL,DSG,16.98
2016,SEDAN 4PTAS 1.5L 4CIL 105HP MAN TURBO DIESEL,MAN,15.49
2016,SEDAN 4PTAS 1.5L 4CIL 110 HP AUT,AUT,16.09
2016,SEDAN 4PTAS 1.5L 4CIL 110HP MAN,MAN,16.11
2016,SEDAN 4PTAS 1.6L 4CIL 101HP ASG FRONT,ASG,13.73
2016,SEDAN 4PTAS 1.6L 4CIL 105HP MAN TURBO DIESEL,MAN,18.64
2016,SEDAN 4PTAS 1.6L 4CIL 137HP MAN,MAN,12.6
2016,SEDAN 4PTAS 2.0L 4CIL 184HP AUT TURBO,AUT,12.1
2016,SEDAN 4PTAS 2.0L 4CIL 211HP AUT TURBO,AUT,12.1
2016,SEDAN 4PTAS 2.0L 4CIL 252HP AUT TURBO,AUT,13.08
2016,SEDAN 4PTAS 2.5L 4CIL 185HP AUT,AUT,12.33
2016,SEDAN 4PTAS 2.5L 4CIL 185HP MAN,MAN,12.06
2016,SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO,AUT,20.91
2016,SEDAN 4PTAS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO,STRONIC,9.13
2016,SEDAN 4PTAS 3.5L 6CIL 333HP AUT TURBO,AUT,9.57
2016,SEDAN 4PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO,STRONIC,8.2
2016,SEDAN 4PTAS 4.0L 8CIL 605HP TIP QUATTRO FSI TURBO,TIPT,7.96
2016,SEDAN 4PTAS 4.4L 8CIL. 449HP AUT BITURBO,AUT,9.62
2016,SEDAN 4PTS 1.6L 4CIL 100HP MAN FRONT,MAN,12.89
2016,SEDAN 4PTS 1.6L 4CIL 105HP AUT,TIPTRONIC,14.03
2016,SEDAN 4PTS 1.6L 4CIL 105HP MAN,MAN,14.24
2016,SEDAN 4PTS 1.6L 4CIL 106HP AUT,AUT,13.7
2016,SEDAN 4PTS 1.6L 4CIL 106HP MAN,MAN,13.96
2016,SEDÁN 4PTS 1.8L 4CIL 180HP STRONIC FSI TURBO,S TRONIC,13.34
2016,SEDAN 4PTS 2.0L 4CIL 155HP AUT,AUT,14.89
2016,SEDAN 4PTS 2.0L 4CIL 155HP MAN,MAN,14.68
2016,SEDAN 4PTS 2.0L 4CIL 160HP AUT,AUT,14.02
2016,SEDAN 4PTS 2.0L 4CIL 160HP MAN,MAN,11.6
2016,SEDAN 4PTS 2.0L 4CIL 184HP AUT BITURBO,AUT,12.31
2016,SEDAN 4PTS 2.0L 4CIL 184HP AUT TURBO,AUT,11.72
2016,SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO,AUT,23.67
2016,SEDAN 4PTS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO,S TRONIC,9.61
2016,SEDAN 4PTS 2.5L 4CIL 188HP AUT,AUT,13.56
2016,SEDAN 4PTS 2.5L 4CIL 188HP MAN,MAN,13.55
2016,SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO,AUT,19.28
2016,SEDAN 4PTS 3.0L 6CIL 431HP AUT TURBO,AUT,9.25
2016,SEDAN 4PTS 3.0L 6CIL 431HP MAN BITURBO,MAN,8.74
2016,SEDAN 4PTS 4.4L 8CIL 449HP AUT BITURBO,AUT,8.6
2016,SEDAN 4PTS 4.4L 8CIL 560HP AUT BITURBO,AUT,7.72
2016,SEDAN EX-T 5PTS 1.5L 4CIL 174HP CVT TURBO,CVT,12.85
2016,SEDAN EX-TL 5PTS 1.5L 4CIL 174HP CVT TURBO,CVT,12.85
2016,SEDAN HIBRIDO 4PTS 1.5L 4CIL 100HP CVT,CVT,19.05
2016,SEDAN LX 5PTS 2.0L 4CIL 158HP CVT,CVT,12.48
2016,SEDAN LX 5PTS 2.0L 4CIL 158HP MAN,MAN,11.27
2016,SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT,AUT,21.22
2016,SEDAN RWD 4PTS 3.6L 6CIL 335HP AUT,AUT,9.89
2016,SH-AWD 5PTS 3.5L 6CIL 290HP AUT,AUT,7.8
2016,SHELBY GT350 2PTS 5.2L 8CIL 526HP MAN,MAN,7.27
2016,SLT 5PTS 3.6L 6CIL 301HP AUT,AUT,8.34
2016,SLT1 FWD 5PTS 3.6L 6CIL 288HP AUT,AUT,7.9
2016,SLT2 AWD 5PTS 3.6L 6CIL 288HP AUT,AUT,7.64
2016,SPORT 3PTAS 1.4L 4CIL 135HP MAN TURBO,MAN,12.18
2016,SPORT 4PTAS 2.0L 4CIL 245HP AUT TURBO,AUT,10.61
2016,SPORT 4PTS 2.4L 4CIL 189HP CVT,CVT,10.38
2016,SPORT 4X2 5PTAS 2.4L 4CIL 172HP AUT,AUT,8.97
2016,SPORT 4X2 5PTAS 2.4L 4CIL 172HP MAN,MAN,10.2
2016,SPORT 4X4 3/5PTAS 3.6L 6CIL 285HP MAN,MAN,6.99
2016,SPORT 5PTAS 1.6L 4CIL 134HP MAN,MAN,12.09
2016,SPORT 5PTAS 2.7L 6CIL 315HP AUT TURBO,AUT,8
2016,SPORT FWD 5PTAS 2.2L 4CIL 190HP AUT TURBO,AUT,12.44
2016,SPORTBACK 5PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,MAN,13.16
2016,SPORTBACK 5PTAS 1.8L 4CIL 170HP MULTITRONIC FRONT FSI TURBO,MULTIT,11.77
2016,SPORTBACK 5PTAS 1.8L 4CIL 177HP MULTITRONIC FRONT FSI TURBO,MULTIT,9.24
2016,SPORTBACK 5PTAS 1.8L 4CIL192HP STRONIC FSI FRONT TURBO,S TRONIC,12.38
2016,SPORTBACK 5PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,MULTIT,11.99
2016,SPORTBACK 5PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,MULTIT,10.31
2016,SPORTBACK 5PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,STRONIC,9.82
2016,SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC FSI FRONT TURBO,STRONIC,10.03
2016,SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO,STRONIC,10.03
2016,SPORTBACK 5PTAS 2.0L 4CIL TFSI 225HP S TRONIC QUATTRO FSI TURBO,STRONIC,9.65
2016,SPORTBACK 5PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,STRONIC,18.72
2016,SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,STRONIC,18.52
2016,SPORTBACK 5PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO,STRONIC,8.2
2016,SPORTBACK 5PTAS 4.0L 8CIL 560HP TIP QUATTRO BITURBO,TIPT,7.79
2016,SPORTBACK 5PTAS 4.0L 8CIL 605HP TIP QUATTRO BITURBO,TIPT,7.41
2016,SPORTBACK 5PTAS1.4L 4CIL125HP STRONIC FSI FRONT TURBO,S TRONIC,13.92
2016,SPORTING 5PTAS 1.6L 4CIL 115HP DUALOGIG,DUALOGIC,11.68
2016,SPORTING 5PTAS 1.6L 4CIL 115HP MAN,MAN,12.02
2016,SPYDER E-HYBRID 2PTAS 4.6L 8CIL 608(+279)HP PDK TRACCION INTEGRAL,PDK,9.91
2016,SQUARED 4X4 5PTAS 4.0L 8CIL 421HP AUT BITURBO,AUT,6.07
2016,SR 4PTS 3.5L 6CIL 300HP CVT,CVT,12.18
2016,SRT4PTAS 6.2L 8CIL 707HP AUT,AUT,6.33
2016,SRT8 4X4 5PTAS 6.4L 8CIL 470HP AUT,AUT,6.15
2016,ST 4PTS 2.0L 4CIL 250HP MAN TURBO,MAN,10.71
2016,ST 5PTAS1.4L 4CIL 150HP DSG TURBO,DSG,14.06
2016,ST 5PTS 1.6L 4CIL 197HP MAN TURBO,MAN,11.57
2016,STI AWD 2.5L 4CIL 305HP MAN TURBO,MAN,8.04
2016,SUMMIT 4X4 5PTAS 5.7L 8CIL 360HP AUT,AUT,6.3
2016,SUPERCHARGED SRT 2PTAS 6.2L 8CIL 707HP AUT,AUT,6.22
2016,SUV 4WD 5PTS 6.2L 8CIL 425HP AUT,AUT,7.02
2016,SV COUPE 2PTS 6.5L 12CIL 700HP AUT,AUT,4.85
2016,SV ROADSTER 2PTS 6.5L 12CIL 700HP AUT,AUT,4.85
2016,SXT 5PTAS 3.6L 6CIL AUT,AUT,8.4
2016,TARGA 4 2PTAS 3.0L 6CIL 370HP MAN TRACCION INTEGRAL,MAN,8.11
2016,TARGA 4 2PTAS 3.0L 6CIL 370HP PDK TRACCION INTEGRAL,PDK,8.69
2016,TARGA 4S 2PTAS 3.0L 6CIL 420HP MAN TRACCION INTEGRAL,MAN,8.37
2016,TARGA 4S 2PTAS 3.0L 6CIL 420HP PDK TRACCION INTEGRAL,PDK,9.41
2016,TARGA 4S 2PTS 3.8L 6CIL 400HP MAN INTEGRAL,MAN,8.31
2016,TARGA 4S 2PTS 3.8L 6CIL 400HP PDK INTEGRAL,PDK,9.06
2016,TARGA GTS 2PTAS 3.8L 6CIL 430HP MAN TRACCION INTEGRAL,MAN,8.15
2016,TARGA GTS 2PTAS 3.8L 6CIL 430HP PDK TRACCION INTEGRAL,PDK,8.94
2016,TECH 4PTS 2.4L 4CIL 201HP AUT,AUT,11.99
2016,TECH 4PTS 2.4L 4CIL 206HP AUT,AUT,9.58
2016,TOURING 4WD 5PTS 3.5L 6CIL 280HP AUT,AUT,7.24
2016,TOURING 5PTS 3.5L 6CIL 250HP AUT,AUT,7.28
2016,TOURING AWD 5PTS 2.5L 4CIL 170HP CVT,CVT,11.52
2016,TURBO 2PTAS 3.8L 6CIL 540HP PDK TRACCION INTEGRAL,PDK,8.26
2016,TURBO 2PTAS 3.8L 6CIL 580HP PDK TRACCION INTEGRAL,PDK,8.06
2016,TURBO 5PTAS 4.8L 8CIL 520HP BITURBO TIP TRACCION INTEGRAL,TIPT,6.98
2016,TURBO 5PTAS 4.8L 8CIL 520HP PDK INTEGRAL,PDK,7.04
2016,TURBO S 2PTAS 3.8L 6CIL 560HP PDK INTEGRAL,PDK,8.16
2016,TURBO S 4.8.L 570HP TIP TRACCION INTEGRAL,TIPT,7
2016,UNLIMITED RUBICON 4X4 5PTAS 3.6L 6CIL 285HP AUT,AUT,5.97
2016,UNLIMITED SPORT 4X4 5PTAS 3.6L 6CIL 285HP AUT,AUT,5.59
2016,V COUPE RWD 2PTS 3.6L 6CIL 455HP AUT TURBO,AUT,7.76
2016,V SEDAN RWD 2PTS 3.6L 6CIL 455HP AUT TURBO,AUT,7.76
2016,V SEDAN RWD 4PTS 6.2L 8CIL 640HP AUT SUPER CARGADO,AUT,6.86
2016,V8 4PTAS 4.0L 8CIL 500HP TIP QUATTRO TURBO,ZF SPEED QUICKSHIFT,4.33
2016,VAN CORTO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.97
2016,VAN LARGO 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,MAN,10.97
2016,WAGON 4WD 5PTAS 2.5L 4CIL 186HP AUT,AUT,10.87
2016,WAGON 4X2 5PTS 2.0L 4CIL 146HP AUT,AUT,14.25
2016,WAGON 4X4 5PTS 2.0L 4CIL 146HP AUT,AUT,13.36
2016,WAGON FWD 5PTAS 2.0L 4CIL 155HP AUT,AUT,12.27
2016,WAGON FWD 5PTAS 2.5L 4CIL 186HP AUT,AUT,11.5
2016,WAY 5PTAS 1.4L 4CIL 85HP MAN,MAN,12.45
2016,X 5PTAS 2.4 4CIL 180HP AUT,AUT,10.54
2016,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,AUT,21
2016,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,AUT,36.41
2016,xDrive 50iA 5PTS 4.4L 8CIL 450HP AUT BITURBO,AUT,16
2016,xDrive 50iA SECURITY 5PTS 4.4L 8CIL 407HP AUT BITURBO,AUT,6.81
2016,xDRIVE40e HIBRIDO 4X4 2.0L 4CIL 245(+68)HP AUT BITURBO,AUT,10.9
2016,XL 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,AUT,6.92
2016,XT TOURING AWD 5PTS 2.0L 4CIL 250HP CVT TURBO,CVT,10.5
2016,Z71 4X4 5PTS 5.3L 8CIL 355HP AUT,AUT,7.17
2017,2PTAS 2.0L 4CIL 210HP DSG TURBO,DSG,11.26
2017,2PTAS 2.0L 4CIL 210HP MAN TURBO,MAN,10.59
2017,2PTAS 2.5L 5CIL 170HP MAN,MAN,10.44
2017,2PTAS 2.5L 5CIL 170HP TIP,TIPT,10.23
2017,2PTAS 6.2L 8CIL 650HP AUT SUPERCARGADO,AUT,5.96
2017,2WD 5PTAS 1.6L 115HP MAN,MAN,13.07
2017,2WD 5PTAS 1.6L 4CIL 175HP TURBO AUT,AUT,12.51
2017,2WD 5PTAS 1.6L 4CIL118HP CVT,CVT,13.87
2017,2WD 5PTAS 1.6L 4CIL118HP MAN,MAN,12.48
2017,2WD 5PTAS 2.0L 4CIL 153HP AUT,AUT,11.62
2017,2WD 5PTAS 2.0L 4CIL 155HP AUT,AUT,12.02
2017,2WD 5PTAS 2.4L 4CIL 181HP AUT,AUT,11.91
2017,2WD 5PTAS 2.4L 4CIL 188HP CVT,(en blanco),11.36
2017,2WD 5PTAS 3.5L 6CIL 279HP AUT,AUT,15.39
2017,2WD 5PTAS 3.5L 6CIL 280HP AUT,AUT,7.24
2017,2WD 5PTAS 3.5L 6CIL 290HP AUT,AUT,8.13
2017,3/5PTAS 1.6L 4CIL 110HP MAN,MAN,14.1
2017,3/5PTAS 1.6L 4CIL110HP TIP,TIPT,13.69
2017,3/5PTAS 2.0L 4CIL 184HP TURBO AUT,AUT,12.9
2017,3PTAS 1.4L 4CIL 125HP MAN FSI FRONT TURBO,MAN,27.71
2017,3PTAS 1.4L 4CIL 125HP STRONIC TFSI FRONT TURBO,S TRONIC,13.92
2017,3PTAS 1.4L 4CIL125HP STRONIC FSI FRONT TURBO,S TRONIC,14.32
2017,3PTAS 1.5L 3CIL 136HP TURBO AUT,AUT,15.57
2017,3PTAS 1.5L 3CIL 136HP TURBO MAN,MAN,16.14
2017,3PTAS 1.6L 4CIL 190HP TURBO AUT,AUT,25.19
2017,3PTAS 1.6L 4CIL 190HP TURBO MAN,MAN,25.44
2017,3PTAS 1.6L 4CIL 218HP TURBO AUT,AUT,10.46
2017,3PTAS 1.6L 4CIL 218HP TURBO MAN,MAN,10.43
2017,3PTAS 1.8L 4CIL 180HP STRONIC FSI TURBO,STRONIC,13.59
2017,3PTAS 1.8L 4CIL 192HP S TRONIC TURBO FRONT,S TRONIC,12.38
2017,3PTAS 2.0L 4CIL 184HP TURBO MAN,MAN,12.2
2017,3PTAS 2.0L 4CIL 192HP TURBO AUT,AUT,13.91
2017,3PTAS 2.0L 4CIL 192HP TURBO MAN,MAN,12.76
2017,3PTAS 2.0L 4CIL 225HP MULTITRONIC FSI TURBO,MULTIT,11.95
2017,3PTAS 2.0L 4CIL 225HP STRONIC QUATTRO FSI TURBO,STRONIC,9.65
2017,3PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO,MULTIT,10.31
2017,3PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO,STRONIC,9.82
2017,3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO,STRONIC,9.6
2017,3PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO,STRONIC,9.65
2017,3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO,STRONIC,9.47
2017,3PTAS 3.0L 6CIL 340HP TURBO AUT,AUT,10.65
2017,4 5PTAS 3.6L 6CIL 310HP PDK,PDK,8
2017,4PTAS 1.2L 4CIL110HP MAN,MAN,15.18
2017,4PTAS 1.4L 4CIL 100HP AUT,AUT,14.5
2017,4PTAS 1.4L 4CIL 100HP MAN,MAN,14.82
2017,4PTAS 1.4L 4CIL125HP DSG TURBO,DSG,15.48
2017,4PTAS 1.6L 4CIL110HP MAN,MAN,14.29
2017,4PTAS 1.6L 4CIL110HP TIP,TIPT,14.2
2017,4PTAS 1.8L 4CIL 190HP STRONIC FSI FRONT TURBO,STRONIC,9.67
2017,4PTAS 1.8L 4CIL170HP MULTI FSI FRONT TURBO,MULTIT,11.67
